,,,,
대학 감사 지적 사례 검색 서비스,,,,
,,,,
검색구분,"검색구분(학교명, 제목, 지적내용)",,,
,,,,
검색기간,,,,
,,,,
,,,,
연도,학교명,구분,제    목,지적내용
2017,백제예술대학교,종합감사,교비회계 자금 입․출금 부당,"◦ 지출명령 및 회계처리 없이 교비회계 예금 합계 1,169,500천원을 무단으로 인출하여 용도불명으로 사용
◦ 교비회계 예금계좌로 원인미상의 자금 합계 920,000천원이 입금된 것에 대해 회계처리하지 않았음에도 2013, 2015, 2016회계연도에 결산 재무제표 상의 예금액과 교비회계 예금계좌 잔액이 일치한 것으로 보고"
2017,백제예술대학교,종합감사,수의계약 체결 부당,"경쟁입찰 대상 용역 및 구매계약 22건(계약금액 합계 3,865,338천원) 수의계약 체결"
2017,백제예술대학교,종합감사,법인카드 사용(유흥주점 등) 부당,"교직원 3명이 총 183회에 걸쳐 유흥주점 등에서 법인카드로 합계 157,888천원 결재"
2017,백제예술대학교,종합감사,법인카드 사적 사용,"◦ 총 90회에 걸쳐 사적으로 사용한 골프장 이용료 합계 20,588,178원을 법인카드로 결제
◦ 총 48회에 걸쳐 사적으로 사용한 미용실 비용등 합계 3,145,150원을 법인카드로 결제"
2017,백제예술대학교,종합감사,연구비 관리 부당,"연구지원대상 선정절차 없이 연구책임자를 선정하고 지급한 연구비 63건 합계 290,407천원에 대해 정산 未실시 및 연구실적물 제출 확인 등 조치 未실행"
2017,백제예술대학교,종합감사,복리후생비 등 집행 부적정,"퇴직 교직원에게 명절선물 명목의 생계지원비 합계 41,000천원을 복리후생비 등에서 지급"
2017,백제예술대학교,종합감사,산학협력단 소관 비용 교비회계 집행 부적정,"산학협력단 회계에서 집행해야 할 교육훈련비 등 합계 7,927,700원을 교비회계에서 지출"
2017,백제예술대학교,종합감사,상품권 용도불명 사용(2),"교비회계에서 구입한 16,600천원 상당의 상품권을 용도불명으로 사용"
2017,백제예술대학교,종합감사,교비회계 집행 부당,"학교운영경비 명목으로 교비회계에서 마련한 397,090천원을 학교관계자에게 이체하거나 현금인출 또는 수표로 인출하여 용도불명으로 사용"
2017,백제예술대학교,종합감사,출장여비 지급 부당,"◦ 출장명령, 출장업무 수행에 대한 증빙도 없이 교직원2명에게출장비합계 115,484,470원지급
◦ 실제출장을실시하지않은교직원1명에게 출장비 합계 16,090천원 지급"
2017,백제예술대학교,종합감사,"총장 전용차량 주차위반 등 과태료 납부
부적정","교통법규 위반으로 총장 전용차량에 부과된 과태료 합계 1,768천원을 교비회계에서 납부"
2017,백제예술대학교,종합감사,시설물 안전관리 부적정,강의동 후면에 누수를 동반한 폭 3mm이상의 균열 등 손상이 다수 발생하였는데도 안전진단 및 보수‧보강 미실시
2017,백제예술대학교,종합감사,시설공사 법정경비 등 未정산,"시설공사 9건의 준공대가를 지급하면서 도급금액 산출내역서에 계상된 보험료 합계 71,044천원, 안전관리비 합계 79,417천원, 환경관리비 합계 22,253천원, 가설전기 및 가설수도비 합계 6,070 천원에 대해 정산(감액) 미실시"
2017,백제예술대학교,종합감사,계약이행보증금 未징수,8건의 시설공사 계약을 체결하면서 계약이행 보증금(또는 공사이행보증서) 未징수
2017,백제예술대학교,종합감사,건설업 未등록 업체와 계약체결,3건의 전문공사를 건설업 등록을 하지 않은 건설업체와 계약체결하여 시공
2017,서울교육대학교,종합감사,교내 연구과제 연구결과물 지연 제출,교수 8명이 교내 연구과제 연구결과물 지연 제출
2017,서울교육대학교,종합감사,보직수행경비 지급 부적정,"직제에 의한 직위 未보유자에게 보직수행경비 합계 32,040천원 지급 "
2017,서울교육대학교,종합감사,총장 성과장려금 지급 부적정,"산학협력단 직원에게 지급 가능한 성과장려금을 특별위원 자격 명목으로 총장에게 4,500천원 지급 "
2017,서울교육대학교,종합감사,평생교육원 수입대체경비 목적외 사업 집행 부적정,"평생교육원 수입대체경비에서 업무수행과 직접 관련이 없는 경비 합계 596,405,613원 집행 "
2017,서울교육대학교,종합감사,평생교육원 사업 운영 및 관리 부당,"프로그램 위탁용역 계약을 수의계약으로 체결하면서 채권확보조치 없이 계약금약 전액을 선금으로 지급하고, 검사조서나 정산 자료 등 증빙 未구비
 - 위 센터 운영경비 합계 24,999,873원을 무한이공대학에 지급한 후 센터의 개설ㆍ운영 등 후속조치 미이행 및 운영비 집행 여부를 확인할 수 있는 증빙 未구비"
2017,서울교육대학교,종합감사,학위논문연구 지도비 지급 부적정,"교원의 고유 직무인 논문지도를 이유로 학위논문연구 지도비 지급(교원 96명, 418,525천원)"
2017,서울교육대학교,종합감사,교육ㆍ연구 및 학생지도비 지급 부적정,"교원의 통상 업무인 강의계획서를 제출하였다는 이유로 교육․연구 및 학생지도비 지급(교원 104명, 149,032,600원)"
2017,서울교육대학교,종합감사,가족수당 및 맞춤형복지비 지급 부적정,"교원 8명이 부양가족 변동신고를 하지 않아 가족수당 합계 4,540천원, 맞춤형복지비 합계 800천원 등 총합계 5,340천원 과다 수령"
2017,서울교육대학교,종합감사,수의계약 체결 부적정,"◦ 2건의 실습기자재 구매를 진행하면서, 개찰 결과 1순위 업체가 낙찰을 포기하자 차순위 업체가 아닌 그 후순위 업체와 당초 낙찰가 보다 불리한 금액으로 계약 체결
◦ 추정가격 20,000천원을 초과하는 물품 계약 5건을 전자조달시스템을 이용하여 2인 견적을 받지 않고 1인 견적만으로 수의계약 체결"
2017,서울교육대학교,종합감사,출장비 지급 부적정,"직원 1명이 승진시험에 응시하면서 공가가 아닌 출장으로 복무처리하고 출장비 235,600원 수령"
2017,서울교육대학교,종합감사,화재 감지기 부족 설치,바닥면적 70㎡ 당 1개 이상 설치하여야 하는 차동식스포트형감지기를 환경개선공사 후 바닥면적이 70㎡를 초과하는 공간에 1개만 설치
2017,서울교육대학교,종합감사,산업안전보건관리비 정산 부적정,"안전관리비 목적 외 사용 경비 합계 1,388천원 未정산"
2017,경주대학교,종합감사,연구비 목적 외 사용," 【연구비 허위 신청 및 정산에 관한 사항】
◦ OOO는 OOO로 하여금 ‘OOOO 조리, 현장실습을 통한 전공교육 활성화 방안‘ 연구과제의 연구비에서 공동연구원 OOO과 OOO의 ’국제교류협정 체결 및 해외협정 대학 교류 협의를 위한 방문 경비를 충당하도록 지시하여 여비 합계 9,730,953원을 연구비에서 지출하고, 위 OOO, OOO가 위 연구과제 수행을 위하여 공무상 국외여행을 실시한 것처럼 연구비 정산서를 작성하게 함

 【연구과제 허위 신청 및 여비 초과 지급에 관한 사항】
◦ OOO는 2016년 OOOO 축제 만찬 행사 경비를 마련하려고 2016. 9. 12. 전기에너지컴퓨터공학과 OOO로 하여금 ‘해외 OOOOO를 통한 경주대학교 국제화 경쟁력 강화 연구‘를 수행하는 것처럼 가장하게 하고, 2016.9.15.~9.23. OOO, OOO 등이 참가한 위 행사 및 관광경비 합계 12,200천원을 위 OOO 등 에게 지급된 연구비에서 충당"
2017,경주대학교,종합감사,적자예산 편성･집행 및 미허가 차입,"◦ 매년 재정적자상태가 지속되고 있음에도 이에 대한 대책을 마련하지 아니한 채
2016, 2017회계연도에는 적자예산을 편성하였고, 2017회계연도 결산 기준 재정
적자규모는 - 4,512백만원에 이를 것으로 추정되며, 이로 인해 사학연금부담금 등 12건에 대한 연체료 합계 10,820,250원까지 교비회계에서 납부
◦ 이사회 의결 및 교육부 허가 없이 전 교직원 OOO 등 19명으로부터 합계 5,541,742천원 차입"
2017,경주대학교,종합감사,홍보비 부당 집행,"고등학교 입학홍보용 선물제공 목적으로 총 39회 합계 121,271,979원 상당의 홍삼선물세트 등을 홍보비로 구매
․나아가, 2016. 5. 4. OOO의 딸이 운영하는 OO호텔 숙박권 200매를 홍보비로 구매한 후, 2017. 7.경 호텔이 영업을 중단하여 10,164,000원 상당의 잔여 숙박권 132매를 사용할 수 없게 되었음에도 환불 등 피해 최소화를 위한 조치 未실시"
2017,경주대학교,종합감사,사학연금연체료 납부 부적정,"해임되었다가 소송을 통해 복직한 교원 10명에 대한 복직발령 관련부서 통보 등 후속조치를 지연하여 사학연금소급분에 대한 연체료 합계 28,094,250원 납부"
2017,경주대학교,종합감사,퇴직자대출도서 미반납 등,"◦ OOO는 재직 중 본교 학술정보원에서 대출받은 도서 등 368점(정가 합계 7,345,450원)을 반납하지 아니하고 퇴직
◦ 학술정보원은 위 미반납 도서에 대한 변상액이 퇴직급여액에서 공제처리되도록 관련부서에 未통보"
2017,경주대학교,종합감사,학교기업 관리 부적정,"◦ 경주대학교 산학협력단 산하 학교기업 OO투어는 2016. 5. 10. 영업을 종료하면서 청산금 43,997,941원 전액을 학교법인에 기부
◦ 또한, OO투어의 회계관련 증빙서류(영수증 등) 보존을 위해 해당서류를 산학협력단에 인수인계 하는 등 조치 未실시"
2017,경주대학교,종합감사,미인가 학습장 운영,교원 19명이 교육부의 위치 변경 인가를 받지 않고 위 OOOO호텔 등에서 외식조리학부 및 호텔경영학과 학생 541명을 대상으로 25개 과목 수업 실시
2017,경주대학교,종합감사,경주관광호텔 관련 교비집행 부당 등,"【실습실리모델링공사비등집행에관한사항】- 
◦ OOOO호텔이 부담해야 하는 조리실습실 리모델링공사비 합계 214,980천원을 전액 학교부담으로 교비회계에서 집행
◦ OO호텔이 구비해야 하는 김치냉장고 등 기자재 구입비 합계 140,542천원을 교비회계에서 집행 - 특히, 학생들의 실습수업과 무관한 호텔 자체 행사 및 투숙객을 위한 식사준비에 임의 사용하도록 방임

【실습실 기자재 관리에 관한 사항
◦ 2017. 4. OO호텔의 실습과정을 사실상 중단하고 교내강의로 변경하여 수업을 진행하였으며 2017. 10. 31. OOOO호텔과의 실습호텔 임차계약이 해지되었음에도 OOOO호텔의 조리실습실 기자재를 2017. 12. 감사일 현재까지 未회수"
2017,경주대학교,종합감사,OO 부당업무 지시 등,교원 2명이 OOO의 지시에 따라 영리업체인 OO호텔의 총지배인 및 영업부장으로 근무
2017,경주대학교,종합감사,교비회계 세입 누락 등,"◦ OO호텔 실습실로 운영하는 커피숍의 수입금액 합계 3,696,500원을 교비회계에
세입처리하지 아니하고 OOOO팀 OOO이 금고에 넣어 보관
◦ OOO은 2016. 9월경 위 커피숍 수입금 3,696,500원 중 3,096,500원을 위 OOO으로부터 받아 용도불명으로 사용"
2017,경주대학교,종합감사,임차보증금관리 부적정,2017. 4. 11. OOOO호텔에서 진행한 외부실습과정을 교내 강의수업으로 전환하기로 결정하였음에도 실습호텔 임차계약 해지 요청 등 후속조치를 취하지 아니한 채 5개월이 경과한 2017. 9. 28.에야 OOOO호텔에 임차계약 해지를 요청하여 임차보증금 회수
2017,경주대학교,종합감사,OO 보수 과다 지급,"‘교원보수 책정기준’을 OO OOO에게는 적용하지 아니하고 보수 합계 140,607,860원 과다 지급"
2017,경주대학교,종합감사,OO 업무추진비 집행 부적정,"OOO 개인이 부담해야 할 KTX이용료 합계 25,617,500원을 업무추진비에서 집행"
2017,경주대학교,종합감사,연구장려금지급 부적정,"교원보수 추가 감액분 보전 목적으로 교원 46명에게연구장려금합계 610,679,000원지급"
2017,경주대학교,종합감사,업무용차량 설립자 제공 및 유류비 등 지원,"◦ 2010. 1. 12. ‘교내외 내빈 의전 및 업무용’ 목적으로 업무용차량 1대를 구입하여 OOO의 개인용으로 2017. 8.까지 제공
◦ 위 에쿠스 차량의 법인카드 유류비 결제금액 합계 12,637,000원과 차량수리비 합계 3,389,130원 등 총 16,026,130원을 교비회계에서 집행"
2017,경주대학교,종합감사,지식재산권관리 부적정,교원 2명이 4건의 직무발명에 대하여 산학협력단에 신고하지 아니하고 개인명의로 특허 출원‧등록
2017,경주대학교,종합감사,교육용 임차건물 관리 부당,"2012. 3. 13. OOO의 배우자로 경주대학교 설립자인 OOO 소유 4층 건물 중 3층을 ‘경주대 서울사무소’ 용도로 임대차보증금 2억원을 지급하고 임대차계약을 체결하고도, 2017. 12. 8.까지 용도대로 사용하지 아니하고 방치"
2017,경주대학교,종합감사,교외연구비 취득 연구용비품未이관(귀속),교수 3명이 산학협력단 연구비로 구입한 비품 25종에 대하여 이관 신고를 하지 아니하고 연구종료 후 귀속시키지 않았음에도 후속 조치 未실시
